cod_munic;cod_regsaude
150830;15009
150100;15010
150360;15010
150375;15010
150503;15010
150619;15010
150805;15010
150010;15011
150120;15011
150130;15011
150210;15011
150330;15011
150400;15011
150460;15011
150470;15011
150520;15011
150060;15012
150085;15012
150172;15012
150445;15012
150548;15012
150590;15012
150780;15012
150815;15012
150835;15012
150030;15013
150200;15013
150250;15013
150490;15013
150570;15013
150630;15013
150640;15013
150770;15013
150790;15013
150070;15014
150110;15014
150180;15014
150280;15014
150310;15014
150450;15014
150580;15014
160005;16001
160015;16001
160021;16001
160023;16001
160025;16001
160030;16001
160053;16001
160010;16002
160020;16002
160050;16002
160055;16002
160070;16002
160027;16003
160040;16003
160060;16003
160080;16003
170130;17001
170210;17001
170215;17001
170300;17001
170307;17001
170384;17001
170388;17001
170650;17001
170770;17001
170900;17001
171395;17001
171488;17001
171630;17001
171720;17001
171886;17001
172208;17001
172210;17001
170030;17002
170100;17002
170105;17002
170220;17002
170255;17002
170290;17002
170380;17002
170382;17002
170389;17002
170740;17002
171070;17002
171245;17002
171280;17002
171380;17002
171430;17002
171830;17002
171855;17002
171880;17002
172000;17002
172010;17002
172020;17002
172030;17002
172080;17002
172120;17002
170040;17003
170240;17003
170270;17003
170555;17003
170560;17003
170700;17003
171215;17003
171515;17003
171525;17003
171620;17003
171780;17003
171800;17003
171865;17003
172090;17003
172093;17003
170230;17004
170305;17004
170320;17004
170330;17004
170360;17004
170410;17004
170550;17004
170600;17004
170830;17004
170930;17004
171050;17004
171090;17004
171110;17004
171180;17004
171570;17004
171650;17004
171665;17004
171670;17004
171840;17004
171850;17004
171888;17004
172125;17004
172130;17004
170035;17005
170070;17005
170200;17005
170386;17005
170625;17005
170730;17005
170765;17005
170820;17005
170950;17005
171150;17005
171575;17005
171660;17005
171884;17005
171889;17005
172025;17005
172049;17005
172085;17005
172097;17005
170110;17006
170825;17006
171195;17006
171200;17006
171240;17006
171320;17006
171330;17006
171510;17006
171870;17006
171875;17006
171900;17006
172015;17006
172100;17006
172110;17006
170025;17007
170190;17007
170310;17007
170390;17007
170460;17007
170610;17007
170710;17007
170720;17007
171190;17007
171250;17007
171370;17007
171500;17007
171610;17007
171750;17007
171845;17007
170370;17008
170510;17008
170755;17008
170980;17008
171270;17008
171360;17008
171420;17008
171550;17008
171700;17008
171790;17008
171820;17008
171890;17008
172065;17008
210005;21001
210203;21001
210232;21001
210325;21001
210542;21001
211085;21001
211153;21001
211285;21001
210040;21002
210120;21002
210207;21002
210215;21002
210355;21002
210590;21002
210635;21002
210740;21002
210810;21002
211140;21002
211300;21002
210050;21003
210140;21003
210280;21003
210407;21003
210409;21003
210410;21003
210610;21003
210725;21003
210950;21003
210970;21003
211080;21003
211157;21003
211160;21003
211200;21003
210095;21004
210160;21004
210408;21004
210480;21004
210535;21004
210547;21004
210010;21005
210030;21005
210220;21005
210300;21005
210340;21005
210390;21005
211107;21005
210015;21006
210080;21006
210090;21006
210210;21006
210320;21006
210630;21006
210640;21006
210667;21006
210805;21006
211010;21006
211023;21006
211060;21006
211250;21006
210043;21007
210330;21007
210360;21007
210845;21007
211150;21007
211210;21007
210060;21008
210235;21008
210255;21008
210375;21008
210405;21008
210455;21008
210530;21008
210550;21008
210598;21008
210700;21008
210900;21008
210955;21008
211105;21008
211176;21008
211180;21008
210070;21009
210100;21009
210173;21009
210270;21009
210540;21009
210663;21009
210675;21009
210720;21009
210880;21009
210930;21009
211040;21009
211260;21009
211270;21009
211290;21009
210193;21010
210400;21010
210520;21010
210570;21010
210580;21010
210594;21010
210596;21010
210600;21010
210820;21010
210890;21010
211163;21010
211167;21010
211223;21010
210083;21011
210130;21011
210190;21011
210310;21011
210312;21011
210370;21011
210490;21011
210680;21011
210825;21011
210840;21011
210860;21011
210905;21011
210927;21011
210980;21011
211178;21011
211240;21011
211245;21011
210275;21012
210380;21012
210420;21012
210440;21012
210450;21012
210460;21012
210462;21012
210470;21012
210560;21012
210910;21012
210975;21012
211030;21012
211070;21012
211125;21012
211174;21012
211230;21012
210110;21013
210125;21013
210170;21013
210237;21013
210500;21013
210510;21013
210710;21013
210920;21013
210940;21013
210960;21013
211020;21013
211027;21013
210047;21014
210177;21014
210200;21014
210465;21014
210515;21014
210690;21014
210850;21014
210870;21014
210990;21014
211000;21014
211102;21014
211172;21014
211227;21014
210150;21015
210180;21015
210230;21015
210350;21015
210545;21015
210592;21015
210670;21015
210730;21015
210770;21015
210790;21015
210800;21015
211065;21015
211110;21015
211190;21015
211195;21015
210020;21016
210750;21016
210945;21016
211120;21016
211130;21016
210660;21017
210780;21017
211090;21017
211220;21017
210135;21018
210240;21018
210250;21018
210650;21018
210745;21018
210760;21018
210830;21018
211050;21018
211100;21018
211170;21018
211280;21018
210055;21019
210087;21019
210197;21019
210260;21019
210290;21019
210315;21019
210317;21019
210430;21019
210467;21019
210565;21019
210620;21019
210632;21019
210637;21019
210735;21019
210923;21019
211003;21019
211400;21019
220105;22001
220177;22001
220194;22001
220202;22001
220205;22001
220220;22001
220260;22001
220271;22001
220527;22001
220551;22001
220675;22001
220695;22001
220990;22001
221040;22001
221065;22001
220045;22002
220110;22002
220130;22002
220190;22002
220275;22002
220290;22002
220300;22002
220310;22002
220320;22002
220323;22002
220360;22002
220440;22002
220552;22002
220660;22002
220665;22002
220740;22002
220760;22002
220870;22002
220885;22002
220920;22002
220930;22002
220975;22002
221062;22002
220120;22003
220150;22003
220196;22003
220217;22003
220240;22003
220342;22003
220370;22003
220540;22003
220545;22003
220557;22003
220580;22003
220585;22003
220610;22003
220635;22003
220667;22003
220680;22003
220790;22003
220830;22003
220840;22003
220850;22003
220987;22003
220997;22003
221005;22003
220010;22004
220020;22004
220030;22004
220040;22004
220050;22004
220060;22004
220140;22004
220160;22004
220273;22004
220325;22004
220330;22004
220460;22004
220525;22004
220550;22004
220554;22004
220555;22004
220558;22004
220620;22004
220630;22004
220640;22004
220672;22004
220710;22004
220750;22004
220775;22004
220779;22004
220880;22004
220945;22004
220980;22004
221050;22004
221100;22004
221110;22004
220191;22005
220200;22005
220208;22005
220253;22005
220265;22005
220270;22005
220272;22005
220465;22005
220570;22005
220669;22005
220770;22005
220070;22006
220192;22006
220211;22006
220245;22006
220250;22006
220285;22006
220335;22006
220345;22006
220375;22006
220455;22006
220535;22006
220553;22006
220556;22006
220955;22006
221000;22006
221035;22006
221060;22006
221135;22006
220080;22007
220115;22007
220890;22007
221063;22007
221120;22007
220155;22008
220207;22008
220210;22008
220277;22008
220280;22008
220385;22008
220490;22008
220700;22008
220937;22008
220950;22008
220965;22008
220995;22008
221080;22008
221097;22008
220005;22009
230040;23014
220025;22009
220027;22009
220095;22009
220157;22009
220173;22009
220180;22009
220209;22009
220213;22009
220255;22009
220327;22009
220340;22009
220415;22009
220420;22009
220430;22009
220435;22009
220480;22009
220500;22009
220515;22009
220520;22009
220595;22009
220605;22009
220650;22009
220720;22009
220755;22009
220777;22009
220780;22009
220800;22009
220820;22009
220865;22009
220910;22009
220935;22009
220940;22009
220985;22009
221020;22009
221030;22009
221037;22009
221070;22009
221093;22009
221150;22009
221160;22009
221170;22009
220090;22010
220117;22010
220350;22010
220400;22010
220470;22010
220559;22010
220690;22010
220810;22010
220860;22010
220915;22010
220960;22010
221038;22010
221130;22010
221140;22010
220100;22011
220170;22011
220198;22011
220225;22011
220230;22011
220380;22011
220390;22011
220410;22011
220450;22011
220510;22011
220530;22011
220560;22011
220590;22011
220600;22011
220670;22011
220730;22011
220735;22011
220785;22011
220793;22011
220795;22011
220855;22011
220887;22011
220900;22011
220970;22011
221010;22011
221039;22011
221090;22011
221095;22011
230100;23001
230428;23001
230440;23001
230625;23001
230090;23002
230370;23002
230460;23002
230630;23002
231020;23002
231025;23002
231070;23002
231240;23002
231260;23002
231335;23002
230015;23003
230195;23003
230495;23003
230765;23003
230770;23003
230970;23003
231010;23003
231160;23003
230120;23004
230140;23004
230210;23004
230290;23004
230510;23004
230650;23004
230910;23004
230980;23004
230240;23005
230280;23005
230300;23005
230660;23005
230763;23005
231040;23005
230075;23006
230640;23006
230837;23006
231350;23006
231355;23006
231375;23006
231380;23006
230110;23007
230445;23007
230535;23007
230620;23007
230185;23008
230393;23008
230526;23008
230533;23008
230835;23008
231050;23008
231130;23008
231140;23008
231270;23008
231300;23008
230670;23009
230700;23009
230870;23009
231000;23009
231180;23009
230070;23010
230427;23010
230600;23010
230680;23010
230690;23010
230760;23010
231080;23010
231123;23010
231150;23010
231250;23010
231310;23010
230050;23011
230310;23011
230365;23011
230400;23011
230435;23011
230450;23011
230465;23011
230490;23011
230520;23011
230580;23011
230610;23011
230800;23011
230820;23011
230880;23011
230900;23011
230990;23011
231095;23011
231170;23011
231200;23011
231220;23011
231280;23011
231290;23011
231390;23011
231395;23011
230020;23012
230230;23012
230425;23012
230655;23012
230725;23012
230780;23012
230890;23012
230340;23013
230423;23013
230500;23013
230530;23013
231230;23013
231340;23013
231360;23013
231410;23013
230150;23014
231030;23014
231330;23014
230125;23015
230410;23015
230560;23015
230565;23015
230590;23015
230860;23015
230930;23015
230940;23015
231100;23015
231126;23015
231320;23015
230205;23016
230260;23016
230390;23016
230470;23016
230790;23016
230180;23017
230380;23017
230540;23017
230570;23017
230750;23017
230950;23017
231370;23017
230030;23018
230330;23018
230360;23018
230426;23018
230550;23018
230740;23018
230850;23018
231090;23018
231135;23018
231190;23018
230010;23019
230170;23019
230200;23019
230250;23019
230720;23019
230810;23019
230830;23019
231060;23019
231110;23019
230060;23020
230080;23020
230130;23020
230160;23020
230270;23020
230420;23020
230430;23020
230920;23020
231120;23020
231195;23020
231210;23020
231325;23020
231400;23020
230190;23021
230320;23021
230480;23021
230710;23021
230730;23021
230840;23021
230220;23022
230350;23022
230395;23022
230523;23022
230945;23022
230960;23022
231085;23022
240120;24001
240140;24001
240180;24001
240220;24001
240350;24001
240420;24001
240615;24001
240620;24001
240630;24001
240660;24001
240770;24001
240780;24001
240790;24001
240820;24001
240830;24001
240910;24001
240920;24001
240980;24001
241150;24001
241220;24001
241320;24001
241330;24001
241350;24001
241420;24001
241470;24001
241480;24001
241500;24001
240100;24002
240110;24002
240130;24002
240145;24002
240230;24002
240370;24002
240430;24002
240440;24002
240520;24002
240760;24002
240800;24002
241105;24002
241335;24002
241460;24002
240030;24003
240160;24003
240185;24003
240190;24003
240260;24003
240410;24003
240450;24003
240460;24003
240510;24003
240550;24003
240580;24003
240670;24003
240720;24003
240750;24003
240880;24003
240895;24003
240950;24003
240960;24003
240970;24003
241010;24003
241040;24003
241090;24003
241160;24003
241255;24003
241390;24003
241440;24003
240010;24004
240165;24004
240200;24004
240240;24004
240270;24004
240300;24004
240310;24004
240340;24004
240380;24004
240480;24004
240560;24004
240570;24004
240610;24004
240650;24004
240850;24004
240890;24004
241140;24004
241142;24004
241180;24004
241210;24004
241240;24004
241300;24004
241340;24004
241415;24004
241430;24004
240150;24005
240170;24005
240210;24005
240280;24005
240500;24005
240530;24005
240540;24005
240640;24005
240680;24005
240933;24005
241030;24005
241110;24005
241120;24005
241170;24005
241230;24005
241260;24005
241270;24005
241290;24005
241310;24005
241370;24005
241400;24005
240040;24006
240050;24006
240060;24006
240090;24006
240290;24006
240320;24006
240330;24006
240390;24006
240400;24006
240490;24006
240590;24006
240600;24006
240690;24006
240700;24006
240725;24006
240730;24006
240740;24006
240840;24006
240860;24006
240930;24006
240940;24006
241000;24006
241020;24006
241050;24006
241060;24006
241070;24006
241080;24006
241100;24006
241190;24006
241250;24006
241355;24006
241360;24006
241380;24006
241410;24006
241450;24006
241475;24006
241490;24006
240325;24007
240360;24007
240710;24007
240810;24007
241200;24007
240020;24008
240070;24008
240080;24008
240250;24008
240375;24008
240470;24008
240485;24008
240870;24008
240990;24008
241025;24008
241280;24008
241445;24008
250060;25001
250180;25001
250300;25001
250320;25001
250460;25001
250490;25001
250750;25001
250860;25001
250910;25001
251190;25001
251276;25001
251370;25001
251530;25001
251597;25001
250050;25002
250080;25002
250100;25002
250150;25002
250190;25002
250270;25002
250350;25002
250360;25002
250415;25002
250520;25002
250570;25002
250580;25002
250630;25002
250820;25002
250855;25002
250980;25002
251160;25002
251170;25002
251180;25002
251274;25002
251560;25002
251590;25002
251593;25002
251600;25002
251640;25002
250030;25003
250040;25003
250057;25003
250090;25003
250110;25003
250120;25003
250600;25003
250830;25003
250933;25003
250950;25003
251270;25003
251510;25003
250153;25004
250160;25004
250500;25004
250510;25004
250535;25004
250620;25004
251010;25004
251030;25004
251110;25004
251140;25004
251540;25004
251615;25004
250073;25005
250390;25005
250407;25005
250470;25005
250485;25005
250650;25005
250850;25005
250970;25005
251060;25005
251065;25005
251220;25005
251400;25005
251410;25005
251480;25005
251520;25005
251550;25005
251630;25005
251740;25005
250115;25006
250340;25006
250355;25006
250420;25006
250450;25006
250540;25006
250550;25006
250590;25006
250780;25006
250870;25006
250880;25006
250939;25006
251070;25006
251080;25006
251260;25006
251300;25006
251340;25006
251380;25006
251440;25006
251460;25006
251470;25006
251490;25006
251670;25006
251710;25006
250020;25007
250260;25007
250210;25007
250440;25007
250480;25007
250530;25007
250560;25007
250660;25007
250700;25007
251020;25007
251040;25007
251100;25007
251130;25007
251335;25007
251350;25007
251360;25007
251430;25007
251570;25007
250200;25008
250230;25008
250280;25008
250290;25008
250430;25008
250740;25008
250937;25008
251280;25008
251390;25008
251465;25008
250070;25009
250205;25009
250220;25009
250240;25009
250330;25009
250370;25009
250410;25009
250960;25009
251203;25009
251207;25009
251330;25009
251365;25009
251450;25009
251680;25009
251690;25009
250077;25010
250840;25010
250915;25010
251000;25010
251320;25010
251398;25010
251420;25010
251620;25010
251720;25010
250010;25011
250670;25011
250800;25011
250900;25011
251230;25011
251455;25011
251660;25011
250380;25012
250640;25012
250680;25012
250690;25012
250720;25012
250760;25012
250790;25012
250940;25012
251120;25012
251150;25012
251275;25012
251310;25012
251445;25012
251500;25012
250375;25013
250810;25013
251090;25013
251210;25013
251392;25013
251396;25013
250140;25014
250403;25014
250523;25014
250527;25014
250710;25014
250730;25014
250890;25014
250905;25014
250930;25014
251272;25014
251290;25014
250053;25015
250130;25015
250157;25015
250170;25015
250250;25015
250310;25015
250435;25015
250625;25015
250990;25015
251250;25015
251278;25015
251315;25015
251394;25015
251700;25015
250135;25016
250215;25016
250400;25016
250610;25016
250770;25016
250920;25016
251050;25016
251200;25016
251240;25016
251385;25016
251580;25016
251610;25016
251650;25016
251675;25016
260010;26001
260250;26001
260390;26001
260690;26001
260710;26001
260770;26001
261153;26001
261280;26001
261360;26001
261440;26001
261460;26001
261590;26001
260120;26002
260280;26002
260510;26002
260660;26002
260700;26002
260805;26002
260915;26002
261080;26002
261100;26002
261410;26002
261480;26002
261580;26002
261600;26002
260030;26003
260060;26003
260080;26003
260130;26003
260170;26003
260190;26003
260230;26003
260260;26003
260310;26003
260350;26003
260410;26003
260500;26003
260580;26003
260640;26003
260670;26003
260800;26003
260840;26003
261020;26003
261090;26003
261120;26003
261170;26003
261200;26003
261240;26003
261250;26003
261270;26003
261300;26003
261310;26003
261330;26003
261470;26003
261500;26003
261540;26003
261620;26003
260050;26004
260100;26004
260210;26004
260240;26004
260320;26004
260330;26004
260370;26004
260380;26004
260470;26004
260600;26004
260650;26004
260750;26004
260825;26004
260830;26004
260860;26004
260880;26004
261010;26004
261030;26004
261230;26004
261320;26004
261510;26004
260070;26005
260360;26005
260460;26005
260550;26005
260620;26005
260765;26005
260780;26005
260900;26005
261380;26005
261530;26005
260220;26006
260270;26006
260400;26006
260415;26006
260490;26006
260540;26006
260810;26006
260845;26006
260850;26006
260890;26006
260910;26006
260950;26006
260970;26006
261050;26006
261060;26006
261210;26006
261450;26006
261550;26006
261618;26006
261630;26006
261245;26007
260110;26007
260200;26007
260530;26007
260630;26007
260730;26007
260990;26007
261040;26007
261255;26007
261430;26007
261560;26007
260040;26008
260090;26008
260140;26008
260150;26008
260420;26008
260480;26008
260520;26008
260590;26008
260795;26008
260820;26008
260870;26008
260920;26008
261000;26008
261140;26008
261150;26008
261180;26008
261190;26008
261290;26008
261340;26008
261420;26008
261485;26008
261650;26008
260020;26009
260300;26009
260515;26009
260875;26009
260980;26009
261110;26009
261260;26009
260005;26010
260105;26010
260290;26010
260345;26010
260440;26010
260450;26010
260545;26010
260610;26010
260680;26010
260720;26010
260760;26010
260775;26010
260790;26010
260940;26010
260960;26010
261070;26010
261130;26010
261160;26010
261370;26010
261640;26010
260160;26011
260430;26011
260930;26011
261220;26011
261400;26011
261520;26011
261610;26011
260180;26012
260340;26012
260392;26012
260560;26012
260570;26012
260740;26012
261247;26012
261350;26012
261390;26012
261570;26012
270050;27001
270060;27001
270220;27001
270280;27001
270430;27001
270470;27001
270520;27001
270644;27001
270690;27001
270770;27001
270790;27001
270890;27001
270350;27002
270360;27002
270450;27002
270510;27002
270650;27002
270730;27002
270740;27002
270850;27002
270870;27002
270110;27003
270135;27003
270210;27003
270300;27003
270380;27003
270390;27003
270550;27003
270560;27003
270810;27003
270830;27003
270930;27003
270040;27004
270130;27004
270170;27004
270190;27004
270490;27004
270660;27004
270700;27004
270760;27004
270940;27004
270020;27005
270100;27005
270140;27005
270400;27005
270780;27005
270860;27005
270915;27005
270230;27006
270270;27006
270320;27006
270375;27006
270670;27006
270680;27006
270750;27006
270820;27006
270030;27007
270070;27007
270090;27007
270150;27007
270200;27007
270235;27007
270260;27007
270290;27007
270340;27007
270370;27007
270410;27007
270420;27007
270440;27007
270590;27007
270880;27007
270910;27007
270920;27007
270080;27008
270120;27008
270255;27008
270310;27008
270480;27008
270530;27008
270630;27008
270900;27008
270160;27009
270180;27009
270250;27009
270460;27009
270540;27009
270570;27009
270600;27009
270610;27009
270620;27009
270640;27009
270720;27009
270800;27009
270840;27009
270895;27009
270010;27010
270240;27010
270330;27010
270500;27010
270580;27010
270642;27010
270710;27010
280030;28001
280060;28001
280200;28001
280320;28001
280360;28001
280590;28001
280650;28001
280670;28001
280040;28002
280067;28002
280170;28002
280210;28002
280280;28002
280300;28002
280510;28002
280630;28002
280750;28002
280760;28002
280050;28003
280100;28003
280140;28003
280230;28003
280290;28003
280370;28003
280390;28003
280410;28003
280445;28003
280500;28003
280520;28003
280600;28003
280680;28003
280700;28003
280350;28004
280550;28004
280580;28004
280620;28004
280710;28004
280740;28004
280120;28005
280220;28005
280240;28005
280260;28005
280310;28005
280420;28005
280450;28005
280540;28005
280560;28005
280130;28006
280150;28006
280190;28006
280250;28006
280330;28006
280400;28006
280460;28006
280480;28006
280530;28006
280610;28006
280660;28006
280720;28006
280010;28007
280020;28007
280070;28007
280110;28007
280160;28007
280270;28007
280340;28007
280380;28007
280430;28007
280440;28007
280470;28007
280490;28007
280570;28007
280640;28007
280690;28007
280730;28007
290030;29001
290070;29001
290190;29001
290205;29001
290220;29001
290700;29001
290750;29001
290960;29001
291050;29001
291060;29001
291370;29001
291590;29001
291650;29001
291790;29001
292330;29001
292410;29001
292700;29001
292970;29001
290140;29002
290250;29002
290320;29002
290440;29002
290740;29002
290940;29002
290970;29002
291110;29002
291955;29002
292045;29002
292620;29002
292840;29002
292890;29002
293090;29002
293345;29002
290050;29003
290200;29003
290280;29003
290410;29003
290420;29003
290460;29003
290755;29003
290880;29003
291010;29003
291165;29003
291220;29003
291250;29003
291720;29003
291860;29003
291950;29003
291980;29003
292030;29003
292360;29003
292670;29003
292690;29003
293100;29003
290570;29004
290860;29004
291005;29004
292100;29004
292520;29004
293070;29004
290485;29005
290490;29005
290820;29005
290980;29005
291160;29005
292060;29005
292230;29005
292900;29005
292960;29005
290110;29006
290150;29006
290170;29006
290260;29006
290640;29006
290685;29006
290850;29006
290890;29006
291080;29006
291125;29006
291330;29006
291380;29006
291400;29006
291450;29006
292210;29006
292273;29006
292405;29006
292465;29006
292595;29006
292630;29006
292750;29006
292830;29006
292880;29006
292930;29006
293040;29006
293110;29006
293140;29006
293170;29006
290500;29007
290520;29007
290660;29007
290710;29007
291170;29007
291200;29007
291340;29007
291733;29007
291740;29007
291875;29007
291940;29007
292020;29007
292105;29007
292180;29007
292340;29007
292450;29007
292640;29007
292680;29007
293000;29007
293105;29007
293260;29007
290270;29008
290450;29008
290475;29008
291570;29015
291320;29008
291410;29008
292160;29008
292225;29008
292320;29008
292370;29008
290225;29009
290630;29009
291360;29009
291490;29009
292090;29009
292805;29009
293250;29009
293270;29009
290115;29010
290300;29010
290323;29010
290530;29010
290620;29010
290760;29010
291130;29010
291240;29010
291310;29010
291460;29010
291535;29010
291835;29010
291850;29010
291915;29010
292205;29010
292560;29010
292925;29010
293240;29010
293360;29010
290130;29011
290380;29011
290405;29011
291190;29011
291260;29011
291470;29011
291500;29011
291900;29011
291960;29011
292080;29011
292285;29011
292720;29011
293280;29011
293340;29011
290090;29012
290240;29012
290330;29012
290470;29012
290560;29012
290800;29012
291100;29012
291150;29012
291210;29012
291270;29012
291480;29012
291540;29012
291550;29012
291620;29012
291660;29012
291855;29012
292070;29012
292390;29012
292780;29012
292935;29012
293220;29012
293230;29012
290480;29013
291090;29013
291230;29013
291350;29013
291580;29013
291640;29013
291680;29013
291710;29013
291970;29013
292000;29013
292270;29013
292540;29013
290510;29014
290550;29014
290687;29014
291750;29014
292010;29014
292120;29014
292140;29014
292170;29014
292335;29014
292480;29014
292593;29014
292937;29014
292980;29014
293060;29014
293130;29014
293245;29014
293305;29014
293310;29014
293315;29014
290060;29015
290195;29015
290310;29015
290370;29015
290430;29015
290950;29015
291000;29015
291290;29015
291390;29015
291420;29015
291430;29015
291510;29015
291520;29015
291670;29015
291690;29015
291760;29015
291800;29015
291830;29015
291870;29015
291905;29015
292040;29015
292050;29015
292490;29015
292790;29015
290682;29016
290590;29016
290720;29016
290990;29016
291840;29016
292440;29016
292600;29016
293020;29016
293077;29016
293200;29016
290020;29017
290770;29017
291140;29017
291810;29017
291990;29017
292400;29017
292420;29017
292710;29017
292760;29017
290340;29018
291072;29018
291180;29018
291465;29018
291530;29018
291630;29018
292530;29018
292770;29018
290035;29019
290160;29019
290265;29019
290780;29019
290790;29019
290920;29019
291075;29019
291185;29019
292290;29019
292305;29019
292310;29019
292380;29019
292650;29019
292660;29019
293076;29019
290650;29020
291610;29020
291920;29020
291992;29020
292740;29020
292860;29020
292920;29020
292950;29020
292975;29020
293320;29020
290390;29021
290610;29021
290810;29021
290910;29021
290930;29021
291077;29021
291735;29021
292810;29021
292820;29021
292905;29021
293015;29021
293030;29021
293075;29021
290100;29022
290230;29022
290730;29022
290830;29022
291020;29022
291030;29022
291685;29022
291780;29022
291820;29022
291880;29022
292130;29022
292220;29022
292240;29022
292250;29022
292280;29022
292575;29022
292730;29022
292850;29022
292870;29022
292910;29022
292940;29022
293210;29022
293317;29022
290010;29023
290400;29023
291300;29023
291440;29023
291930;29023
292190;29023
292303;29023
292350;29023
292430;29023
292990;29023
293080;29023
290135;29024
290180;29024
290600;29024
291085;29024
291700;29024
291770;29024
292460;29024
292525;29024
293010;29024
290680;29025
290040;29025
290210;29025
290327;29025
290360;29025
290840;29025
291070;29025
291910;29025
292150;29025
292265;29025
292580;29025
292590;29025
292610;29025
292800;29025
292895;29025
293050;29025
293150;29025
293190;29025
293300;29025
290080;29026
290690;29026
291280;29026
291560;29026
291600;29026
291845;29026
291890;29026
292110;29026
292200;29026
292300;29026
292550;29026
293135;29026
293325;29026
290540;29027
290580;29027
291120;29027
291345;29027
291730;29027
292260;29027
292275;29027
292467;29027
293120;29027
293160;29027
293290;29027
293350;29027
290120;29028
290290;29028
290350;29028
290395;29028
290515;29028
290670;29028
290689;29028
290870;29028
290900;29028
291040;29028
291995;29028
292145;29028
292470;29028
292500;29028
292510;29028
292570;29028
292665;29028
293180;29028
293330;29028
310160;31001
310200;31001
310430;31001
310530;31001
310840;31001
311100;31001
311130;31001
311160;31001
311470;31001
311710;31001
312240;31001
312520;31001
313900;31001
314720;31001
315170;31001
316690;31001
310410;31002
310950;31002
312830;31002
312870;31002
313690;31002
314300;31002
314410;31002
316390;31002
310890;31003
312125;31072
311720;31003
311850;31003
312110;31003
312740;31003
313240;31003
313990;31003
314040;31003
314730;31003
314910;31003
315090;31003
315100;31003
316320;31003
316540;31003
317220;31003
311460;31004
313040;31004
313080;31004
313430;31004
313450;31004
313820;31004
313870;31004
314460;31004
314990;31004
315470;31004
310140;31006
310260;31006
311030;31006
312990;31006
315180;31006
315920;31006
310790;31007
310830;31007
